objectid,creator,culture,date,title,materials,measurements,credit,web_address,location,description,alternate_number,type,filename,format
JSMAIHL.0168,Mizumo Toshikata,Japanese,1894,The Great Battle of the Ansong Ford: The Valor of Captain Matsuzaki Crossing Anjō (triptych),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214534;type=101,Japan,ōju Toshiata e / Toshikata; First edition date: 1894; Genre:ukiyo-e; senso-e,,Image;StillImage,ihl-0168.jpg,image/jpeg
JSMAIHL.0172,Kobayashi Kiyochika (after),Japanese,n.d. (c. 1930s),Tea House at Imadobashi (see IHL #111),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214535;type=101,Japan,not signed / not sealed; First edition date: c. 1877; Genre:Shin Hanga,,Image;StillImage,ihl-0172.jpg,image/jpeg
JSMAIHL.0192,,Japanese,July 1885,True Depiction of Citizens Greeting the Carriage of His Imperial Majesty and Commander-in-Chief upon His Return through the Triumphal Arch (triptych),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214536;type=101,Japan,ōju Gekkō / engyōryō; First edition date: July 1885; Genre:ukiyo-e; senso-e,,Image;StillImage,ihl-0192.jpg,image/jpeg
JSMAIHL.0193,Yōshū Chikanobu,Japanese,1889,Illustration of Townspeople Watching Noh Play “Okina” in Edo Castle (triptych),Ukiyo-e woodblock print; ink and color on paper,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214537;type=101,Japan,Yōshū Chikanobu hitsu / Toshidama; First edition date: 1889; Genre:ukiyo-e,,Image;StillImage,ihl-0193.jpg,image/jpeg
JSMAIHL.0201,Kotō,Japanese,1873,New Year Parade of the Tokyo Fire Brigade (triptych),Ukiyo-e woodblock print; ink and color on paper,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214538;type=101,Japan,ōzoku Kotō sei 應属湖東生 / ?東unread seal; First edition date: 1873; Genre:ukiyo-e,,Image;StillImage,ihl-0201.jpg,image/jpeg
JSMAIHL.0222,WATANABE Nobukazu,Japanese,1900,Imperial Prosperity: Ceremony in the Eastern Capital (triptych),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214539;type=101,Japan,ōju Yōsai / no seal; First edition date: 1900; Genre:ukiyo-e; kaika-e,,Image;StillImage,ihl-0222.jpg,image/jpeg
JSMAIHL.0223,ADACHI Ginkō,Japanese,Sept 1894,Welcoming the Triumphant Japanese Army (triptych),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214540;type=101,Japan,Ōju Ginkō / Heta no yokozuki; First edition date: Sept 1894; Genre:ukiyo-e; senso-e,,Image;StillImage,ihl-0223.jpg,image/jpeg
JSMAIHL.0227,Kobayashi Kiyochika,Japanese,1894,"The Pig's Dismay from the series Long Live Japan: One Hundred Victories, One Hundred Laughs",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214541;type=101,Japan,Kiyochika / Kiyo; First edition date: 1894; Genre:senso-e; fūshiga; giga,,Image;StillImage,ihl-0227.jpg,image/jpeg
JSMAIHL.0228,Kobayashi Kiyochika,Japanese,1895,"These are the Pescadores (Penghu)! from the series Long Live Japan: One Hundred Victories, One Hundred Laughs",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214542;type=101,Japan,Kiyochika / Kiyo; First edition date: 1895; Genre:senso-e; fūshiga; giga,,Image;StillImage,ihl-0228.jpg,image/jpeg
JSMAIHL.0234,Kobayashi Kiyochika,Japanese,1895,"Turmoil at River Sanzu from the series Long Live Japan: One Hundred Victories, One Hundred Laughs",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214543;type=101,Japan,Kiyochika / Kobayashi; First edition date: 1895; Genre:senso-e; fūshiga; giga,,Image;StillImage,ihl-0234.jpg,image/jpeg
JSMAIHL.0235,Kobayashi Kiyochika,Japanese,1895,"Juggler of the Chinese Ball from the series Long Live Japan: One Hundred Victories, One Hundred Laughs",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214544;type=101,Japan,Kiyochika / Kobayashi; First edition date: 1895; Genre:senso-e; fūshiga; giga,,Image;StillImage,ihl-0235.jpg,image/jpeg
JSMAIHL.0245,Kobayashi Kiyochika,Japanese,1879,Ducks and Withered Lotus,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214545;type=101,Japan,Kobayashi Kiyochika ga / no seal; First edition date: 1879; Genre:ukiyo-e; kacho-ga,,Image;StillImage,ihl-0245.jpg,image/jpeg
JSMAIHL.0247,Kobayashi Kiyochika,Japanese,1895,"New Army Recruits from the series Long Live Japan: One Hundred Victories, One Hundred Laughs",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214546;type=101,Japan,Kiyochika / Kiyochika; First edition date: 1895; Genre:senso-e; fūshiga; giga,,Image;StillImage,ihl-0247.jpg,image/jpeg
JSMAIHL.0248,,Japanese,July 1895,Comical Record of Japanese History: Thunder God and Demons (2nd print in the 9 print scroll),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214547;type=101,Japan,Sharakusai Yoshiiku / Sharaku; First edition date: July 1895; Genre:ukiyo-e; giga; senso-e,,Image;StillImage,ihl-0248.jpg,image/jpeg
JSMAIHL.0254,,Japanese,1894,Illustration of the Hard Fight at Fenghuangcheng (triptych),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214548;type=101,Japan,Gekkō / Kagyōrō; First edition date: 1894; Genre:ukiyo-e; senso-e,,Image;StillImage,ihl-0254.jpg,image/jpeg
JSMAIHL.0259,WATANABE Nobukazu,Japanese,1900,Illustration of the Emperor's March from the East Castle (triptych),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214549;type=101,Japan,Yōsai Nobukazu hitsu / Yōsai seal; First edition date: 1900; Genre:ukiyo-e; kaika-e,,Image;StillImage,ihl-0259.jpg,image/jpeg
JSMAIHL.0260,Yūsai Toshiaki,Japanese,October 1895,Illustration of the April Negotiations (triptych),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214550;type=101,Japan,Toshiaki ga / Yūsai; First edition date: October 1895; Genre:ukiyo-e; senso-e,,Image;StillImage,ihl-0260.jpg,image/jpeg
JSMAIHL.0269,Utagawa Kunitoshi,Japanese,"Dec 10, 1888",Azumabashi (Azuma Bridge) from the series Scenic Views of Tokyo,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214551;type=101,Japan,"Kunitoshi ga / no seal; First edition date: Dec 10, 1888; Genre:ukiyo-e; meisho-e; kaika-e",,Image;StillImage,ihl-0269.jpg,image/jpeg
JSMAIHL.0272,Utagawa Hiroshige III,Japanese,1877,Bear Hunting for Gall in Kaga Province from the series Dai Nippon Bussan Zue (Products of Greater Japan) (see IHL Cat. #1496),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214552;type=101,Japan,Andō Tokubei / no seal; First edition date: 1877; Genre:ukiyo-e; kaika-e,,Image;StillImage,ihl-0272.jpg,image/jpeg
JSMAIHL.0273,Kobayashi Kiyochika,Japanese,1896,"Speculators Talking Amiably from the series Magic Lantern Society: One Hundred Victories, One Hundred Laughs",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214553;type=101,Japan,unsigned / Kiyo and Chika; First edition date: 1896; Genre:ukiyo-e; senso-e; fūshiga; giga,,Image;StillImage,ihl-0273.jpg,image/jpeg
JSMAIHL.0274,Kobayashi Kiyochika,Japanese,1894,"Hubbub in the Dragon King's Palace from the series Long Live Japan: One Hundred Victories, One Hundred Laughs",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214554;type=101,Japan,Kiyochika / Kobayashi; First edition date: 1894; Genre:senso-e; fūshiga; giga,,Image;StillImage,ihl-0274.jpg,image/jpeg
JSMAIHL.0286,UTAGAWA Fusatane,Japanese,1873,Inochi o kakete omou from the series Reflections of Good and Evil for a Healthy Life,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214555;type=101,Japan,not signed / no seal; First edition date: 1873; Genre:ukiyo-e; giga,,Image;StillImage,ihl-0286.jpg,image/jpeg
JSMAIHL.0290,WATANABE Nobukazu (attributed to),Japanese,1891,Illustration of His Majesty the Commander-in-Chief's Triumphal Return to Reconstructed Diet Building (triptych),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214556;type=101,Japan,unsigned; First edition date: 1891; Genre:ukiyo-e; kaika-e,,Image;StillImage,ihl-0290.jpg,image/jpeg
JSMAIHL.0292,Bairin,Japanese,November 1894,Report of the Japanese Conquest of Port Arthur Startles Li Hung-chang (triptych),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214557;type=101,Japan,Bairin 梅林 /  Kū 空; First edition date: November 1894; Genre:Meiji - Senso-e,,Image;StillImage,ihl-0292.jpg,image/jpeg
JSMAIHL.0300,WATANABE Nobukazu,Japanese,1895,"Hurrah for the Empire! Illustration of His Majesty, the Commander-in-chief, Welcoming [military officers] to the Imperial Palace with the Emperor’s Gift Cup (triptych)",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214558;type=101,Japan,Yōsai Nobukazu hitsu / toshidama seal; First edition date: 1895; Genre:ukiyo-e; kaika-e,,Image;StillImage,ihl-0300.jpg,image/jpeg
JSMAIHL.0302,Yōshū Chikanobu,Japanese,1895,After the Bath from the series Chiyoda Inner Palace (triptych),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214559;type=101,Japan,Yōshū Chikanobu / no seal; First edition date: 1895; Genre:ukiyoe,,Image;StillImage,ihl-0302.jpg,image/jpeg
JSMAIHL.0303,Nagashima Shungyō,Japanese,1891,A List of the House of Representatives,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214560;type=101,Japan,Shungyō ga / no seal; First edition date: 1891; Genre:ukiyo-e; kaika-e,,Image;StillImage,ihl-0303.jpg,image/jpeg
JSMAIHL.0305,UTAGAWA Kokunimasa,Japanese,Nov. 1894,Great Imperial Victory at the Fierce Battle at Pyong-Yang (triptych),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214561;type=101,Japan,Kokunimasa and stylized seal; First edition date: Nov. 1894; Genre:nishiki-e; senso-e,,Image;StillImage,ihl-0305.jpg,image/jpeg
JSMAIHL.0306,Nakamura Shūkō,Japanese,Oct. 1894,Illustration of the Japanese Second Army Fierce Battle at Jinzhou Castle(triptych),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214562;type=101,Japan,Shūkō / Shūkō seal; First edition date: Oct. 1894; Genre:ukiyo-e; senso-e,,Image;StillImage,ihl-0306.jpg,image/jpeg
JSMAIHL.0309,unsigned,Japanese,1894,Illustration of the the Army and Navy Protecting the Legations and Japanese Residents (triptych),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214563;type=101,Japan,not signed / not sealed; First edition date: 1894; Genre:nishiki-e; senso-e,,Image;StillImage,ihl-0309.jpg,image/jpeg
JSMAIHL.0310,Kinoshita Hironobu II,Japanese,1881,"Police Arrest Eleven Actors for Gambling, No. 7 Nishikie Shinbun",,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214564;type=101,Japan,木下広信 printed in lower left of text cartouche / not sealed; First edition date: 1881; Genre:ukiyo-e; nishiki-e shinbun,,Image;StillImage,ihl-0310.jpg,image/jpeg
JSMAIHL.0311,UTAGAWA Yoshitaki,Japanese,1875,Police Confront Man in Black Makeup from the Shinbun zue,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214565;type=101,Japan,Sasaki Yoshitaki / no seal; First edition date: 1875; Genre:ukiyo-e; nishiki-e shinbun,,Image;StillImage,ihl-0311.jpg,image/jpeg
JSMAIHL.0312,Tsukioka Yoshitoshi,Japanese,1881,The Tori-no-machi Festival at Senzoku from the series Comic Pictures of Famous Places in the Early Days of Tokyo,,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214566;type=101,Japan,"Yoshitoshi giga / no seal; First edition date: 1881; Genre:ukiyo-e, giga",,Image;StillImage,ihl-0312.jpg,image/jpeg
JSMAIHL.0319,UTAGAWA Kokunimasa,Japanese,1894,Japanese Troops Attack the Chinese Cavalry in the Vicinity of Hushan (triptych),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214567;type=101,Japan,Kokunimasa / plum blossom seal; First edition date: 1894; Genre:nishiki-e; senso-e,,Image;StillImage,ihl-0319.jpg,image/jpeg
JSMAIHL.0322,Yōshū Chikanobu,Japanese,Oct 1895,A Lady in Waiting Hands The Noh Mask to an Actor from the series Chiyoda Inner Palace (triptych),Ukiyo-e woodblock print; ink and color on paper,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214568;type=101,Japan,Yōshū Chikanobu hitsu / Toshidama; First edition date: Oct 1895; Genre:ukiyo-e,,Image;StillImage,ihl-0322.jpg,image/jpeg
JSMAIHL.0323,Utagawa Hiroshige III,Japanese,1877,Polishing-sand of Iga Province from the series Dai Nippon Bussan Zue (Products of Greater Japan) (see IHL Cat. #1488),,,"The Lavenberg Collection Of Japanese Prints - Prints On Indeterminate Loan With Intent To Gift To The Jordan Schnitzer Museum Of Art, University Of Oregon",https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=214569;type=101,Japan,Hiroshige hitsu / no seal; First edition date: 1877; Genre:nishiki-e; kaika-e,,Image;StillImage,ihl-0323.jpg,image/jpeg
